,satisfaction,gender,customer_type,age,travel_type,class,distance,seat_comfort,dep_val_time_convenient,food_drink,gate,wifi_service,entertainment,online_support,online_booking_service,onboard_service,leg_room_service,baggage_handling,checkin_service,cleanliness,online_boarding,departure_delay_minutes,arrival_delay_minutes
14196,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2065,3,3,3,3,2,3,2,4,4,4,4,2,4,4,0,0.0
14197,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2148,2,4,2,3,5,2,5,5,3,4,5,5,5,5,25,21.0
14198,neutral or dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco Plus,1704,2,4,2,3,5,2,5,5,5,2,5,5,4,5,0,0.0
14199,neutral or dissatisfied,Female,Loyal Customer,20,Personal Travel,Eco,2464,2,4,2,3,2,3,3,4,3,5,4,3,3,3,454,458.0
14200,neutral or dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2036,2,4,2,3,1,2,1,1,5,3,5,4,4,1,0,0.0
14201,neutral or dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco Plus,2016,2,4,2,3,3,2,3,3,3,5,4,3,4,3,0,0.0
14202,neutral or dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1457,2,4,2,3,5,2,5,5,5,4,4,4,4,5,0,16.0
14203,neutral or dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1591,2,4,2,3,2,2,2,2,1,5,2,1,2,2,23,20.0
14204,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2479,3,3,3,3,3,4,4,4,4,4,4,5,4,3,0,0.0
14205,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,528,5,5,5,5,4,4,4,4,4,4,4,3,4,4,0,0.0
14206,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,529,4,4,4,4,4,4,4,4,5,1,4,4,2,4,1,0.0
14207,satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1382,4,4,4,4,4,4,4,4,3,2,1,1,5,4,0,0.0
14208,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2114,2,4,2,3,2,2,3,2,3,5,4,4,4,2,29,26.0
14209,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1913,2,4,2,3,3,2,2,3,4,5,5,3,5,3,24,7.0
14210,neutral or dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1141,2,4,2,3,1,2,1,1,3,4,4,3,5,1,0,8.0
14211,satisfied,Female,Loyal Customer,66,Personal Travel,Eco,512,4,1,1,1,4,4,4,4,2,1,4,4,5,4,0,0.0
14212,satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1576,4,1,1,1,4,4,4,4,2,5,4,5,3,4,6,0.0
14213,neutral or dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,2131,2,4,2,3,4,2,4,4,3,5,4,3,4,4,30,11.0
14214,neutral or dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1528,2,4,2,3,1,2,1,1,5,4,4,4,5,1,117,96.0
14215,neutral or dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2177,2,4,2,3,5,2,5,5,3,4,4,4,4,5,0,0.0
14216,neutral or dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1286,2,4,2,3,5,2,5,5,5,4,4,4,4,5,73,56.0
14217,satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2247,4,3,3,3,4,4,4,4,4,3,1,5,3,4,110,91.0
14218,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1748,2,4,2,3,2,2,1,2,4,3,5,4,5,2,6,0.0
14219,satisfied,Female,Loyal Customer,61,Personal Travel,Business,534,4,4,4,4,4,4,4,4,1,1,1,1,4,4,9,3.0
14220,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco Plus,1632,2,4,2,3,4,2,1,4,4,4,4,5,4,4,0,0.0
14221,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,534,2,2,2,2,4,4,4,4,4,5,5,5,5,4,8,5.0
14222,satisfied,Female,Loyal Customer,33,Personal Travel,Business,511,1,1,1,1,3,4,5,4,4,4,4,4,4,3,60,44.0
14223,neutral or dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1802,2,4,2,3,3,2,3,3,1,3,3,3,4,3,0,0.0
14224,neutral or dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1298,2,4,2,3,4,2,4,4,3,3,5,5,4,4,0,0.0
14225,neutral or dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2377,2,4,2,3,2,2,2,2,4,5,4,2,3,2,6,0.0
14226,neutral or dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1976,2,4,2,3,1,2,1,1,4,5,4,3,4,1,6,0.0
14227,satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1495,3,3,5,3,4,4,5,4,4,4,4,3,4,4,28,42.0
14228,neutral or dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1770,2,4,2,3,1,2,1,1,4,3,4,5,5,1,0,0.0
14229,satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1752,2,2,5,2,3,4,4,4,4,4,4,3,4,4,35,25.0
14230,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,495,1,1,1,1,4,4,4,4,3,3,4,5,4,4,0,0.0
14231,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,512,1,1,1,1,2,1,3,4,4,4,4,4,4,3,13,16.0
14232,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1715,4,4,4,4,3,1,4,4,4,4,4,1,4,4,48,48.0
14233,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1412,2,4,2,3,1,2,1,1,2,2,4,3,3,1,124,129.0
14234,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2183,4,4,4,4,4,5,4,4,4,4,4,5,4,3,91,92.0
14235,satisfied,Female,Loyal Customer,68,Personal Travel,Eco,514,2,2,2,2,4,5,5,4,4,4,4,4,4,1,117,110.0
14236,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,2370,2,4,2,3,4,2,4,4,4,2,5,5,1,4,0,0.0
14237,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,517,4,4,4,4,5,4,4,4,4,4,4,4,4,4,0,0.0
14238,satisfied,Female,Loyal Customer,51,Personal Travel,Eco,513,4,4,4,4,4,4,5,4,4,4,4,5,4,4,1,30.0
14239,neutral or dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1746,2,4,2,3,2,2,3,2,3,2,5,4,4,2,40,30.0
14240,neutral or dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1455,2,4,2,3,4,2,4,4,5,4,5,3,5,4,0,0.0
14241,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1828,5,5,5,5,5,4,4,4,4,4,4,3,4,4,0,0.0
14242,neutral or dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,2220,2,4,2,3,2,2,2,2,3,4,2,2,1,2,0,0.0
14243,neutral or dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1638,2,4,2,3,2,2,2,2,5,3,4,5,4,2,0,0.0
14244,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2273,1,5,1,1,3,5,5,4,4,4,4,5,4,4,80,71.0
14245,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,2009,2,4,2,3,2,2,2,2,3,2,5,5,5,2,12,3.0
14246,neutral or dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1557,2,4,2,3,1,2,1,1,3,3,4,4,4,1,61,61.0
14247,satisfied,Female,Loyal Customer,60,Personal Travel,Eco,483,3,3,3,3,5,4,5,4,4,4,4,5,4,3,0,0.0
14248,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,483,5,5,5,5,3,4,4,4,4,4,4,5,4,5,0,4.0
14249,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,478,2,2,2,2,5,3,1,4,4,4,4,2,4,3,0,0.0
14250,neutral or dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,2206,2,4,2,3,5,2,5,5,4,5,4,3,4,5,0,0.0
14251,neutral or dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1608,2,4,2,3,4,2,3,4,3,5,3,4,4,4,0,0.0
14252,neutral or dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1664,2,4,2,3,2,2,2,2,4,3,5,4,5,2,1,0.0
14253,satisfied,Female,Loyal Customer,54,Personal Travel,Eco,476,1,1,2,1,2,2,2,4,4,4,4,5,4,2,6,0.0
14254,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2340,2,4,2,3,3,2,3,3,3,3,5,4,4,3,0,0.0
14255,neutral or dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,1651,2,4,2,3,5,2,5,5,3,4,5,4,4,5,0,107.0
14256,neutral or dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1403,2,4,2,3,5,2,5,5,3,3,5,5,4,5,6,11.0
14257,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1810,1,1,1,1,4,4,4,4,4,4,4,4,4,3,0,0.0
14258,satisfied,Female,Loyal Customer,60,Personal Travel,Eco Plus,480,2,2,2,2,3,5,5,4,4,4,4,3,4,4,8,9.0
14259,neutral or dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1693,2,4,2,3,5,2,5,5,3,2,4,5,4,5,0,0.0
14260,neutral or dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1725,2,4,2,3,1,2,1,1,5,3,4,4,4,1,4,39.0
14261,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1773,3,3,3,3,3,4,4,4,4,4,4,4,4,4,64,84.0
14262,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,1789,1,1,1,1,4,4,4,4,5,4,3,3,3,4,7,1.0
14263,neutral or dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1976,2,4,2,3,5,2,5,5,1,3,3,4,4,5,0,0.0
14264,satisfied,Female,Loyal Customer,17,Personal Travel,Eco Plus,1638,5,5,5,5,4,4,4,4,5,3,4,4,1,4,0,0.0
14265,satisfied,Female,Loyal Customer,69,Personal Travel,Eco,461,3,3,3,3,3,5,4,4,4,4,4,3,4,5,0,0.0
14266,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1451,2,2,2,2,2,4,5,4,4,4,4,4,4,4,16,15.0
14267,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1162,2,4,2,3,5,2,5,5,5,5,4,3,4,5,14,24.0
14268,satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1986,4,4,4,4,3,4,5,4,4,4,4,5,4,5,0,0.0
14269,satisfied,Female,Loyal Customer,67,Personal Travel,Eco Plus,481,1,1,1,1,4,4,4,4,4,4,4,5,4,4,0,22.0
14270,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1849,2,4,2,3,4,2,4,4,5,4,4,4,4,4,0,0.0
14271,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,469,5,5,5,5,2,4,5,4,4,4,4,3,4,5,0,0.0
14272,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,486,5,5,5,5,5,5,5,4,4,4,4,4,4,5,0,0.0
14273,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1725,4,4,1,4,4,4,4,4,3,1,2,1,2,4,0,0.0
14274,neutral or dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1522,2,4,2,3,3,2,3,3,3,3,4,3,4,3,3,5.0
14275,neutral or dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1501,2,4,2,3,2,2,2,2,3,3,4,4,5,2,0,0.0
14276,satisfied,Female,Loyal Customer,16,Personal Travel,Business,1210,4,5,5,5,4,4,4,4,2,2,5,2,5,4,0,0.0
14277,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1405,4,4,4,4,4,4,4,4,1,3,5,2,5,4,0,0.0
14278,neutral or dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1621,2,4,2,3,4,2,4,4,4,2,5,4,4,4,12,7.0
14279,neutral or dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2001,2,4,2,3,1,2,1,1,3,3,5,5,5,1,0,1.0
14280,satisfied,Female,Loyal Customer,25,Personal Travel,Eco,2022,4,1,3,1,4,4,4,4,1,2,2,4,1,4,5,0.0
14281,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1877,4,2,2,2,4,4,4,4,3,1,4,1,3,4,0,0.0
14282,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1647,2,4,2,3,1,2,1,1,3,2,3,3,4,1,35,45.0
14283,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,453,4,2,2,2,4,4,4,4,4,3,2,2,2,4,0,0.0
14284,satisfied,Female,Loyal Customer,65,Personal Travel,Eco,447,4,3,3,3,4,4,4,4,4,2,1,5,5,4,0,0.0
14285,satisfied,Female,Loyal Customer,60,Personal Travel,Eco Plus,484,4,2,2,2,4,4,4,4,2,4,2,1,3,4,0,0.0
14286,satisfied,Female,Loyal Customer,65,Personal Travel,Eco,483,4,1,1,1,4,4,4,4,5,2,3,4,3,4,1,0.0
14287,neutral or dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2048,2,4,2,3,5,2,5,5,5,2,5,5,4,5,31,25.0
14288,neutral or dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1821,2,4,2,3,1,2,1,1,5,2,4,4,3,1,0,0.0
14289,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1586,2,4,2,3,2,2,2,2,4,5,4,3,2,2,2,0.0
14290,satisfied,Female,Loyal Customer,58,Personal Travel,Business,438,4,4,4,4,4,4,4,4,5,2,2,2,5,4,27,31.0
14291,neutral or dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1589,2,4,2,3,1,2,1,1,5,4,5,4,4,1,0,0.0
14292,satisfied,Female,Loyal Customer,25,Personal Travel,Eco,2041,4,2,2,2,4,4,4,4,2,5,2,4,2,4,0,0.0
14293,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1377,4,5,5,5,4,4,4,4,5,1,2,4,4,4,0,0.0
14294,satisfied,Female,Loyal Customer,21,Personal Travel,Eco Plus,2292,4,4,3,4,4,4,4,4,5,1,1,3,3,4,0,0.0
14295,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1424,2,4,2,3,4,2,4,4,3,5,5,5,4,4,0,0.0
14296,neutral or dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1955,2,4,2,3,1,2,1,1,3,4,4,5,4,1,1,0.0
14297,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,2125,4,2,2,2,4,4,4,4,4,3,4,3,4,4,0,0.0
14298,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1286,2,4,2,3,3,2,3,3,4,5,3,1,3,3,31,38.0
14299,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1725,2,2,2,2,2,4,5,4,4,4,4,3,4,5,0,0.0
14300,neutral or dissatisfied,Female,Loyal Customer,43,Personal Travel,Eco,2284,2,4,2,3,2,2,2,2,4,3,3,2,5,2,109,132.0
14301,satisfied,Female,Loyal Customer,10,Personal Travel,Eco Plus,1290,5,5,5,5,4,4,4,4,2,1,4,1,3,4,15,41.0
14302,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2045,2,4,2,3,3,2,3,3,4,5,4,3,3,3,0,0.0
14303,neutral or dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1373,2,4,2,3,2,2,2,2,3,3,5,3,5,2,0,0.0
14304,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1816,3,3,3,3,4,4,4,4,3,2,5,1,2,4,0,0.0
14305,neutral or dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco Plus,1251,2,4,2,3,1,2,1,1,3,2,4,5,5,1,68,48.0
14306,neutral or dissatisfied,Male,Loyal Customer,29,Personal Travel,Business,1902,2,4,2,3,3,2,3,3,5,2,4,3,4,3,0,0.0
14307,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1513,2,4,2,3,4,2,4,4,3,1,2,5,3,4,7,0.0
14308,satisfied,Female,Loyal Customer,33,Personal Travel,Eco Plus,1367,3,3,3,3,3,5,4,4,4,4,4,4,4,5,6,17.0
14309,neutral or dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1492,2,4,2,3,5,2,5,5,4,4,5,5,5,5,0,0.0
14310,satisfied,Female,Loyal Customer,44,Personal Travel,Eco,436,2,2,2,2,4,5,5,4,4,4,4,4,4,5,0,0.0
14311,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1591,4,4,4,4,4,5,5,4,4,4,4,4,4,3,5,3.0
14312,satisfied,Female,Loyal Customer,68,Personal Travel,Eco Plus,423,1,1,1,1,4,5,4,4,4,4,4,4,4,4,13,6.0
14313,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1135,2,4,2,3,4,2,5,4,4,5,5,5,5,4,3,0.0
14314,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1503,2,4,2,3,2,2,2,2,5,3,5,4,5,2,0,26.0
14315,neutral or dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1565,2,4,2,3,3,2,3,3,5,5,5,4,5,3,0,12.0
14316,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1447,4,4,3,4,2,4,4,4,4,4,4,4,4,4,8,10.0
14317,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,421,2,2,2,2,2,5,4,4,4,4,4,5,4,4,0,1.0
14318,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1885,2,2,2,2,4,5,2,4,4,4,4,1,4,3,2,0.0
14319,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1290,3,3,3,3,4,5,4,4,4,4,4,4,4,4,0,0.0
14320,neutral or dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1717,2,4,2,3,5,2,5,5,3,2,4,5,5,5,0,0.0
14321,satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1751,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,7.0
14322,neutral or dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1697,2,4,2,3,1,2,1,1,3,3,4,3,5,1,0,0.0
14323,satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1963,1,1,2,1,5,5,5,4,4,4,4,3,4,5,7,11.0
14324,neutral or dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1624,2,4,2,3,1,2,1,1,3,4,5,5,5,1,0,4.0
14325,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,429,2,4,2,2,2,2,2,4,4,4,4,3,4,1,3,0.0
14326,neutral or dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1294,2,4,2,3,4,2,4,4,3,2,4,3,5,4,20,0.0
14327,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1581,4,4,4,4,4,4,4,4,1,2,2,5,3,4,0,0.0
14328,neutral or dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1888,2,4,2,3,3,2,3,3,5,4,5,5,4,3,0,0.0
14329,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1665,1,1,1,1,4,5,4,4,4,4,4,5,4,3,4,4.0
14330,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1406,3,3,1,3,5,5,4,4,4,4,4,5,4,4,6,0.0
14331,satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1123,2,2,2,2,4,4,4,4,5,2,4,4,4,4,0,0.0
14332,neutral or dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2139,2,4,2,3,3,2,3,3,4,5,4,5,5,3,0,0.0
14333,neutral or dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,1400,2,4,2,3,5,2,1,5,3,2,5,4,5,5,1,0.0
14334,satisfied,Female,Loyal Customer,68,Personal Travel,Eco Plus,405,4,4,4,4,4,5,4,4,4,4,4,4,4,3,0,0.0
14335,satisfied,Female,Loyal Customer,60,Personal Travel,Eco,435,3,3,4,3,2,5,4,4,4,4,4,4,4,5,0,0.0
14336,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1825,2,4,2,3,1,2,1,1,1,1,4,1,4,1,8,0.0
14337,neutral or dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1575,2,4,2,3,1,2,1,1,4,5,5,4,4,1,4,17.0
14338,satisfied,Female,Loyal Customer,62,Personal Travel,Business,400,2,5,2,2,3,1,1,4,4,4,4,4,4,5,0,0.0
14339,neutral or dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1748,2,4,2,3,3,2,3,3,4,4,3,4,4,3,0,0.0
14340,neutral or dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1478,2,4,2,3,3,2,3,3,5,5,5,4,4,3,65,55.0
14341,neutral or dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2103,2,4,2,3,2,1,1,5,3,4,5,1,3,1,202,219.0
14342,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1812,2,4,2,3,3,2,4,3,5,2,4,5,5,3,3,0.0
14343,satisfied,Female,Loyal Customer,46,Personal Travel,Eco,445,3,3,4,3,3,5,4,4,4,4,4,3,4,3,0,0.0
14344,neutral or dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1524,2,4,2,3,2,2,4,2,4,3,4,5,4,2,71,62.0
14345,neutral or dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2016,2,4,2,3,2,2,2,2,1,3,3,3,3,2,7,22.0
14346,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,440,1,1,1,1,4,5,4,4,4,4,4,4,4,5,0,0.0
14347,neutral or dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1555,2,4,2,3,5,2,5,5,4,5,3,3,4,5,3,0.0
14348,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1293,3,3,3,3,5,4,5,4,4,4,4,5,4,4,3,13.0
14349,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1774,5,5,5,5,4,5,4,4,4,4,4,4,4,5,5,0.0
14350,satisfied,Female,Loyal Customer,34,Personal Travel,Eco Plus,1704,2,2,2,2,4,4,5,4,4,4,4,4,4,3,56,46.0
14351,satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1952,3,3,3,3,2,4,4,4,4,4,4,3,4,3,3,0.0
14352,neutral or dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1505,2,4,2,3,4,2,2,4,4,1,4,3,2,4,11,5.0
14353,neutral or dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1222,2,4,2,3,5,2,5,5,4,3,5,3,5,5,45,41.0
14354,neutral or dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1589,2,4,2,3,4,2,5,4,3,2,4,4,5,4,19,16.0
14355,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1672,5,5,4,5,4,5,4,4,4,4,4,4,4,3,0,0.0
14356,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1680,2,4,2,3,4,2,4,4,3,4,4,3,5,4,0,0.0
14357,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1674,5,5,5,5,4,5,5,4,4,4,4,5,4,5,0,0.0
14358,neutral or dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1262,2,4,2,3,1,2,1,1,3,4,4,3,5,1,24,26.0
14359,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2075,5,5,5,5,4,5,4,4,4,4,4,3,4,3,2,2.0
14360,neutral or dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,2160,2,4,2,3,2,2,2,2,4,2,5,4,4,2,76,74.0
14361,neutral or dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2024,2,4,2,3,5,2,5,5,1,3,3,4,3,5,37,37.0
14362,satisfied,Female,Loyal Customer,22,Personal Travel,Eco Plus,1620,3,3,3,3,4,4,4,4,4,4,4,4,4,3,0,0.0
14363,neutral or dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1969,2,4,2,3,4,2,4,4,4,3,5,3,5,4,51,46.0
14364,neutral or dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1691,2,4,2,3,2,2,2,2,3,3,4,4,5,2,20,18.0
14365,satisfied,Female,Loyal Customer,52,Personal Travel,Eco,406,2,2,5,2,5,5,5,4,4,4,4,5,4,4,0,0.0
14366,neutral or dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1871,2,4,2,3,4,2,4,4,4,4,4,4,4,4,0,1.0
14367,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1213,3,3,3,3,3,4,4,4,4,4,4,3,4,5,0,16.0
14368,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,399,1,1,1,1,4,4,1,4,4,4,4,5,4,1,0,0.0
14369,neutral or dissatisfied,Male,Loyal Customer,29,Personal Travel,Business,2183,2,4,2,3,3,2,3,3,4,1,4,1,2,3,0,0.0
14370,neutral or dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1209,2,4,2,3,4,2,4,4,2,1,4,2,3,4,0,0.0
14371,satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1450,4,4,4,4,1,5,4,4,4,4,4,1,4,2,61,69.0
14372,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1650,2,4,2,3,5,2,4,5,5,4,5,5,2,5,15,10.0
14373,satisfied,Female,Loyal Customer,20,Personal Travel,Business,1503,3,5,3,3,1,4,1,4,4,4,4,2,4,2,0,0.0
14374,neutral or dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1511,2,4,2,3,4,2,1,4,2,4,4,1,3,4,0,0.0
14375,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1196,4,4,4,4,5,4,4,4,4,4,4,4,4,4,8,3.0
14376,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1491,4,4,5,4,4,4,5,4,4,4,4,5,4,3,0,0.0
14377,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1747,2,4,2,3,3,2,3,3,3,2,3,3,4,3,20,8.0
14378,neutral or dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1568,2,4,2,3,4,2,4,4,4,3,1,1,4,4,28,31.0
14379,satisfied,Female,Loyal Customer,23,Personal Travel,Business,2159,3,3,3,3,2,4,4,4,4,4,4,4,4,4,0,0.0
14380,satisfied,Female,Loyal Customer,29,Personal Travel,Business,1917,3,3,3,3,4,4,4,4,1,1,2,4,5,4,1,8.0
14381,neutral or dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1567,2,4,2,3,3,2,3,3,3,3,3,3,3,3,0,0.0
14382,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,399,4,1,1,1,4,4,4,4,4,2,3,5,1,4,0,3.0
14383,neutral or dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1601,2,4,2,3,3,2,3,3,1,4,3,4,3,3,0,0.0
14384,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,384,4,1,1,1,4,4,4,4,5,4,4,2,5,4,0,0.0
14385,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,378,4,4,4,4,4,4,4,4,3,5,1,2,3,4,0,0.0
14386,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,385,4,1,5,5,4,4,4,4,3,1,3,5,5,4,12,10.0
14387,neutral or dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1936,2,4,2,3,3,2,3,3,5,5,4,4,4,3,9,16.0
